product_direction,product_category,product_brand,product_name,product_price,production_date,expire_date,period_of_duration,brand_availability,discount_percentage,price_after_discount,store_name,location_long,location_lat,product_group,sales_volume,date_of_manufacture,date_of_expiry,status
,,Ferrero,Jam,3.98,,,,,,,TastyBite,139.6421833,35.692466,Sweets,96.0,03/08/2024,18/07/2025,yes
,,Nestl̩,Jam,4.16,,,,,,,EcoGrocer,-95.32711709,29.77653505,Sweets,21.0,18/10/2024,26/09/2025,no
,,Campina,Butter,6.2,,,,,,,PrimePick,-112.0999662,33.45015852,Dairy Products,59.0,16/11/2024,15/01/2025,yes
,,Pioner,Noodles,6.8,,,,,,,TastyBite,139.6293728,35.71630921,Bakery Products,72.0,08/07/2024,30/12/2024,yes
,,Milka,Halva,9.63,,,,,,,EcoGrocer,-95.34691998,29.79752675,Sweets,5.0,17/09/2024,28/12/2024,no
,,Amul,Yogurt,5.71,,,,,,,GoldenCart,-0.141682185,51.53737099,Dairy Products,69.0,03/08/2024,07/10/2024,no
,,Yashkino,Pasta,4.13,,,,,,,MegaMarket,-74.03629263,40.66791366,Bakery Products,73.0,11/04/2024,15/08/2024,no
,,Milka,Cakes,4.42,,,,,,,FoodWorld,37.65175363,55.79649855,Sweets,82.0,11/09/2024,12/12/2024,no
,,Tyson,Poultry,18.94,,,,,,,FreshFoods,-118.2601918,34.04437101,Meat Products,5.0,25/05/2024,15/07/2024,yes
,,Mars,Cakes,10.85,,,,,,,GoldenCart,-0.159300858,51.45971596,Sweets,27.0,10/09/2024,04/04/2025,yes
,,Makfa,Biscuits,1.55,,,,,,,FoodWorld,37.64447787,55.7654625,Bakery Products,80.0,04/09/2024,29/10/2024,no
,,Cherkizovo,Beef,12.16,,,,,,,FreshFoods,-118.2697999,34.01336753,Meat Products,36.0,12/06/2024,14/07/2024,no
,,Pepsi,Juices,6.09,,,,,,,PrimePick,-112.0805869,33.41329871,Beverages,15.0,14/04/2024,31/03/2026,yes
,,Hormel,Poultry,20.13,,,,,,,EcoGrocer,-95.35211029,29.76580072,Meat Products,11.0,29/07/2024,14/09/2024,no
,,Ferrero,Cakes,8.66,,,,,,,NutriMart,-99.12061904,19.46497972,Sweets,13.0,28/04/2024,28/03/2025,no
,,Pioner,Buns,4.32,,,,,,,GoldenCart,-0.146533551,51.54027973,Bakery Products,5.0,18/10/2024,28/11/2024,yes
,,Nestl̩ Pure Life,Tea,10.35,,,,,,,FreshFoods,-118.2737204,34.04377331,Beverages,13.0,29/05/2024,21/02/2025,no
,,Pioner,Bread,1.2,,,,,,,GoldenCart,-0.105885821,51.55373227,Bakery Products,13.0,15/06/2024,08/10/2024,yes
,,Lipton,Carbonated Drinks,6.93,,,,,,,FreshFoods,-118.2153464,34.0533164,Beverages,2.0,14/01/2025,11/09/2025,yes
,,Yashkino,Noodles,6.21,,,,,,,NutriMart,-99.15915011,19.46582581,Bakery Products,44.0,25/04/2024,21/08/2024,no
,,Roshen,Halva,6.41,,,,,,,PrimePick,-112.0527723,33.43195868,Sweets,19.0,22/05/2024,22/03/2025,yes
,,Ozon,Pasta,4.71,,,,,,,FreshFoods,-118.1984732,34.09696428,Bakery Products,100.0,15/12/2024,13/05/2025,yes
,,Oscar Mayer,Beef,21.32,,,,,,,TastyBite,139.693876,35.66061563,Meat Products,19.0,24/09/2024,08/11/2024,yes
,,Ferrero,Jam,4.55,,,,,,,GoldenCart,-0.109847811,51.46201979,Sweets,31.0,12/05/2024,14/12/2024,yes
,,Roshen,Chocolate,7.9,,,,,,,GoldenCart,-0.131144174,51.50155634,Sweets,15.0,04/09/2024,01/05/2025,no
,,Ozon,Pasta,2.58,,,,,,,PrimePick,-112.1154919,33.41780825,Bakery Products,56.0,27/01/2025,09/05/2025,no
,,Nestl̩,Ice Cream,5.21,,,,,,,MegaMarket,-73.97042463,40.7313676,Sweets,16.0,10/02/2025,04/07/2025,yes
,,Nescaf̩,Carbonated Drinks,13.74,,,,,,,NutriMart,-99.11588534,19.39406923,Beverages,50.0,08/09/2024,11/05/2025,yes
,,Yashkino,Wheat Flour,4.42,,,,,,,SuperValue,-87.59561471,41.87902336,Bakery Products,96.0,15/04/2024,28/08/2024,no
,,Pioner,Noodles,2.52,,,,,,,SuperValue,-87.62042961,41.84377309,Bakery Products,10.0,30/08/2024,28/12/2024,yes
,,Yashkino,Noodles,1.01,,,,,,,FoodWorld,37.5699905,55.71719083,Bakery Products,88.0,05/11/2024,16/03/2025,yes
,,Parmalat,Butter,4.19,,,,,,,GoldenCart,-0.103751491,51.54244427,Dairy Products,26.0,16/04/2024,01/06/2024,yes
,,Nescaf̩,Carbonated Drinks,13.42,,,,,,,SuperValue,-87.60218863,41.82868784,Beverages,72.0,27/11/2024,30/06/2025,no
,,Yashkino,Bread,6.33,,,,,,,PrimePick,-112.0359502,33.46219512,Bakery Products,65.0,09/10/2024,08/02/2025,yes
,,Ozon,Biscuits,3.44,,,,,,,MegaMarket,-73.9955413,40.69002006,Bakery Products,88.0,09/11/2024,08/05/2025,yes
,,Nescaf̩,Coffee,13.44,,,,,,,TastyBite,139.6149196,35.69729834,Beverages,13.0,10/04/2024,23/12/2024,no
,,Tyson,Lamb,6.2,,,,,,,SuperValue,-87.6726329,41.87274072,Meat Products,32.0,09/08/2024,09/09/2024,yes
,,Roshen,Candies,2.32,,,,,,,SuperValue,-87.66994599,41.84298973,Sweets,47.0,17/07/2024,11/01/2025,yes
,,Nescaf̩,Mineral Water,4.11,,,,,,,EcoGrocer,-95.41212026,29.77891413,Beverages,93.0,08/02/2025,01/10/2026,no
,,Campina,Cream,6.8,,,,,,,EcoGrocer,-95.35212632,29.7641471,Dairy Products,62.0,22/07/2024,22/09/2024,yes
,,Lipton,Tea,1.32,,,,,,,TastyBite,139.6309257,35.6854511,Beverages,24.0,11/04/2024,20/11/2024,yes
,,President,Milk,3.93,,,,,,,PrimePick,-112.1140277,33.46827494,Dairy Products,59.0,16/05/2024,24/07/2024,yes
,,Milka,Chocolate,2.06,,,,,,,MegaMarket,-73.98887081,40.74224559,Sweets,24.0,07/07/2024,27/05/2025,yes
,,Amul,Kefir,4.08,,,,,,,FreshFoods,-118.2352859,34.09041525,Dairy Products,83.0,21/08/2024,20/10/2024,yes
,,Hormel,Sausage,14.07,,,,,,,NutriMart,-99.12151647,19.42986109,Meat Products,15.0,20/01/2025,07/02/2025,yes
,,Campina,Butter,5.32,,,,,,,EcoGrocer,-95.34636385,29.75431908,Dairy Products,87.0,30/11/2024,16/02/2025,yes
,,Danone,Cream,6.35,,,,,,,MarketMax,2.33763754,48.83065177,Dairy Products,52.0,30/09/2024,09/12/2024,no
,,Danone,Cottage Cheese,8.59,,,,,,,GoldenCart,-0.157052677,51.49374564,Dairy Products,68.0,18/11/2024,07/01/2025,yes
,,Perdue,Beef,12.82,,,,,,,SuperValue,-87.61427232,41.84984154,Meat Products,39.0,18/08/2024,14/10/2024,yes
,,Parmalat,Cream,5.33,,,,,,,FoodWorld,37.64005212,55.74822629,Dairy Products,15.0,24/04/2024,05/07/2024,yes
,,Oscar Mayer,Poultry,17.02,,,,,,,PrimePick,-112.0569058,33.41581158,Meat Products,66.0,13/07/2024,27/07/2024,no
,,Perdue,Beef,12.54,,,,,,,MarketMax,2.394508181,48.82732089,Meat Products,33.0,03/10/2024,30/10/2024,no
,,Danone,Cheese,2.02,,,,,,,MarketMax,2.392439406,48.86591552,Dairy Products,71.0,30/12/2024,11/02/2025,yes
,,Pioner,Buns,5.04,,,,,,,EcoGrocer,-95.35946486,29.75904214,Bakery Products,30.0,28/04/2024,01/08/2024,yes
,,Mars,Jam,11.35,,,,,,,SuperValue,-87.60910531,41.90604644,Sweets,83.0,12/06/2024,15/05/2025,yes
,,Tyson,Sausage,6.88,,,,,,,NutriMart,-99.17675861,19.40490542,Meat Products,96.0,01/06/2024,15/07/2024,yes
,,Coca-Cola,Coffee,8.51,,,,,,,SuperValue,-87.66411218,41.84092825,Beverages,25.0,29/03/2024,23/12/2024,yes
,,President,Kefir,6.9,,,,,,,NutriMart,-99.08859997,19.45986767,Dairy Products,87.0,03/11/2024,23/01/2025,no
,,Nestl̩ Pure Life,Coffee,5.42,,,,,,,TastyBite,139.6835631,35.69181689,Beverages,79.0,03/11/2024,29/06/2025,no
,,Cherkizovo,Sausage,15.34,,,,,,,SuperValue,-87.66737612,41.83874556,Meat Products,43.0,18/10/2024,16/11/2024,yes
,,President,Milk,5.25,,,,,,,NutriMart,-99.17299945,19.43605372,Dairy Products,64.0,05/07/2024,28/08/2024,yes
,,Nestl̩,Cakes,9.45,,,,,,,MarketMax,2.311611838,48.82661163,Sweets,46.0,03/11/2024,03/05/2025,no
,,Pepsi,Tea,2.24,,,,,,,FreshFoods,-118.2631912,34.04405524,Beverages,72.0,03/12/2024,12/08/2025,no
,,Roshen,Halva,11.78,,,,,,,EcoGrocer,-95.35082585,29.76295557,Sweets,7.0,05/10/2024,01/10/2025,yes
,,President,Milk,3.51,,,,,,,MegaMarket,-74.03528185,40.67418286,Dairy Products,55.0,26/11/2024,23/01/2025,yes
,,Pioner,Wheat Flour,5.3,,,,,,,SuperValue,-87.65761966,41.83959193,Bakery Products,31.0,27/04/2024,01/09/2024,yes
,,Parmalat,Cream,5.81,,,,,,,PrimePick,-112.0485687,33.45623957,Dairy Products,78.0,16/04/2024,31/05/2024,yes
,,Cherkizovo,Lamb,22.35,,,,,,,GoldenCart,-0.140642848,51.53237351,Meat Products,44.0,20/10/2024,18/12/2024,yes
,,Pioner,Bread,5.42,,,,,,,NutriMart,-99.1001135,19.43741587,Bakery Products,94.0,08/07/2024,16/12/2024,yes
,,President,Butter,7.6,,,,,,,GoldenCart,-0.088602386,51.53511957,Dairy Products,35.0,23/04/2024,22/07/2024,yes
,,Perdue,Sausage,19.06,,,,,,,TastyBite,139.6069769,35.71425846,Meat Products,23.0,12/05/2024,10/07/2024,yes
,,Nestl̩,Candies,5.58,,,,,,,EcoGrocer,-95.41606773,29.75098161,Sweets,74.0,19/01/2025,30/08/2025,yes
,,Oscar Mayer,Beef,20.52,,,,,,,EcoGrocer,-95.36431413,29.78273279,Meat Products,41.0,04/10/2024,24/10/2024,yes
,,Nestl̩,Halva,8.51,,,,,,,MegaMarket,-73.97590203,40.75227563,Sweets,85.0,07/09/2024,29/12/2024,yes
,,Nestl̩,Candies,7.62,,,,,,,PrimePick,-112.045174,33.43463625,Sweets,81.0,08/08/2024,22/11/2024,no
,,Lipton,Carbonated Drinks,6.86,,,,,,,NutriMart,-99.11293818,19.46922437,Beverages,43.0,15/02/2025,17/11/2025,yes
,,Nestl̩,Candies,6.78,,,,,,,FreshFoods,-118.2721207,34.08993448,Sweets,55.0,05/11/2024,17/02/2025,yes
,,Campina,Yogurt,7.17,,,,,,,FoodWorld,37.63796124,55.77148623,Dairy Products,40.0,25/05/2024,29/06/2024,no
,,Barilla,Biscuits,6.13,,,,,,,PrimePick,-112.0623271,33.40780576,Bakery Products,87.0,22/07/2024,14/09/2024,yes
,,Mars,Jam,3.68,,,,,,,PrimePick,-112.1145855,33.48857874,Sweets,40.0,14/08/2024,29/03/2025,no
,,Danone,Cream,2.06,,,,,,,TastyBite,139.6273751,35.71346152,Dairy Products,36.0,22/07/2024,21/09/2024,yes
,,Nestl̩,Cream,7.26,,,,,,,FoodWorld,37.63745517,55.74693527,Dairy Products,95.0,07/12/2024,13/02/2025,no
,,Milka,Chocolate,3.92,,,,,,,MarketMax,2.303006438,48.90556934,Sweets,40.0,27/11/2024,23/08/2025,yes
,,Hormel,Smoked Meat,11.5,,,,,,,FreshFoods,-118.2469542,34.09192549,Meat Products,18.0,19/08/2024,18/10/2024,yes
,,Pioner,Wheat Flour,5.5,,,,,,,NutriMart,-99.09227016,19.38818025,Bakery Products,86.0,24/04/2024,07/05/2024,yes
,,Roshen,Candies,4.42,,,,,,,GoldenCart,-0.15967614,51.51905029,Sweets,5.0,06/02/2025,04/08/2025,yes
,,Nescaf̩,Carbonated Drinks,4.27,,,,,,,MarketMax,2.368596507,48.84987822,Beverages,100.0,12/06/2024,29/11/2025,yes
,,Campina,Butter,8.69,,,,,,,FreshFoods,-118.2844135,34.05906811,Dairy Products,70.0,25/06/2024,11/07/2024,no
,,Ozon,Wheat Flour,2.24,,,,,,,PrimePick,-112.0586295,33.41108166,Bakery Products,49.0,22/10/2024,19/04/2025,no
,,Cherkizovo,Hot Dogs,10.15,,,,,,,PrimePick,-112.1038428,33.43941115,Meat Products,78.0,14/07/2024,05/08/2024,yes
,,Lipton,Coffee,7.09,,,,,,,FreshFoods,-118.2199422,34.09610709,Beverages,33.0,07/04/2024,07/03/2026,no
,,Ferrero,Ice Cream,5.44,,,,,,,PrimePick,-112.0990911,33.41597279,Sweets,80.0,26/05/2024,08/02/2025,yes
,,Milka,Candies,10.07,,,,,,,EcoGrocer,-95.33651362,29.74440258,Sweets,98.0,30/12/2024,22/12/2025,no
,,Coca-Cola,Carbonated Drinks,4.97,,,,,,,NutriMart,-99.08464965,19.40979794,Beverages,73.0,23/10/2024,27/06/2026,yes
,,Nestl̩ Pure Life,Mineral Water,12.24,,,,,,,NutriMart,-99.09701129,19.39221261,Beverages,34.0,08/11/2024,11/09/2025,yes
,,Milka,Cakes,11.5,,,,,,,MegaMarket,-73.99680821,40.66656356,Sweets,18.0,25/12/2024,10/12/2025,yes
,,Nestl̩,Jam,6.3,,,,,,,PrimePick,-112.0500428,33.49699551,Sweets,49.0,08/12/2024,16/10/2025,yes
,,Coca-Cola,Tea,13.21,,,,,,,NutriMart,-99.13750149,19.44053907,Beverages,90.0,10/02/2025,31/08/2025,no
,,Cherkizovo,Sausage,24.27,,,,,,,MarketMax,2.310700353,48.86502421,Meat Products,11.0,29/04/2024,07/05/2024,yes
,,Coca-Cola,Juices,6.86,,,,,,,TastyBite,139.6954398,35.652271,Beverages,51.0,19/11/2024,20/05/2026,no
,,Nestl̩,Chocolate,6.91,,,,,,,MegaMarket,-74.04834264,40.72806192,Sweets,88.0,07/05/2024,17/02/2025,yes
,,Ozon,Buns,7.21,,,,,,,NutriMart,-99.11489094,19.47128184,Bakery Products,27.0,23/09/2024,05/03/2025,no
,,Hormel,Beef,13.18,,,,,,,NutriMart,-99.18133535,19.43431229,Meat Products,83.0,06/09/2024,02/11/2024,no
,,Hormel,Beef,20.91,,,,,,,NutriMart,-99.16026739,19.46169878,Meat Products,18.0,01/08/2024,19/08/2024,yes
,,Ozon,Biscuits,6.91,,,,,,,FoodWorld,37.62100594,55.78894388,Bakery Products,16.0,19/08/2024,03/09/2024,yes
,,Lipton,Carbonated Drinks,8.2,,,,,,,EcoGrocer,-95.33267067,29.76429173,Beverages,97.0,27/09/2024,28/01/2026,no
,,Cherkizovo,Lamb,22.36,,,,,,,MarketMax,2.327136816,48.88265911,Meat Products,98.0,13/10/2024,24/11/2024,yes
,,Campina,Butter,8.8,,,,,,,EcoGrocer,-95.3847206,29.74270763,Dairy Products,11.0,30/03/2024,23/04/2024,yes
,,Amul,Cream,7.14,,,,,,,TastyBite,139.6604082,35.68401056,Dairy Products,27.0,19/03/2024,09/05/2024,yes
,,Lipton,Juices,1.68,,,,,,,GoldenCart,-0.090977321,51.47214297,Beverages,68.0,27/09/2024,25/07/2026,yes
,,Pioner,Pasta,2.48,,,,,,,GoldenCart,-0.17263945,51.49889539,Bakery Products,33.0,21/08/2024,08/11/2024,yes
,,Makfa,Wheat Flour,7.74,,,,,,,MarketMax,2.361974939,48.857467,Bakery Products,69.0,24/04/2024,20/10/2024,yes
,,Coca-Cola,Tea,5.22,,,,,,,GoldenCart,-0.135632107,51.50137444,Beverages,29.0,21/05/2024,17/02/2026,no
,,Pepsi,Tea,8.53,,,,,,,FoodWorld,37.61010076,55.75195508,Beverages,32.0,05/10/2024,02/07/2026,yes
,,Nestl̩,Ice Cream,8.13,,,,,,,TastyBite,139.691249,35.68762532,Sweets,34.0,27/11/2024,04/09/2025,yes
,,Oscar Mayer,Hot Dogs,20.0,,,,,,,EcoGrocer,-95.33586892,29.8044949,Meat Products,46.0,24/06/2024,29/07/2024,no
,,Lipton,Tea,4.94,,,,,,,MegaMarket,-73.97759918,40.75903031,Beverages,54.0,29/12/2024,26/10/2026,yes
,,Lipton,Juices,5.91,,,,,,,SuperValue,-87.59314236,41.83035274,Beverages,11.0,23/08/2024,20/05/2026,yes
,,Makfa,Wheat Flour,6.52,,,,,,,FreshFoods,-118.2465815,34.03390901,Bakery Products,80.0,14/01/2025,04/02/2025,yes
,,President,Kefir,3.2,,,,,,,MegaMarket,-74.02822368,40.71989754,Dairy Products,51.0,17/09/2024,04/12/2024,no
,,Perdue,Poultry,23.28,,,,,,,PrimePick,-112.0714666,33.43274053,Meat Products,32.0,10/09/2024,28/09/2024,no
,,Campina,Cream,4.08,,,,,,,SuperValue,-87.63681627,41.92224866,Dairy Products,86.0,25/03/2024,12/04/2024,yes
,,Ozon,Noodles,1.54,,,,,,,NutriMart,-99.17618604,19.45628625,Bakery Products,97.0,20/09/2024,12/01/2025,yes
,,Nestl̩ Pure Life,Mineral Water,10.56,,,,,,,NutriMart,-99.12404306,19.43278642,Beverages,12.0,24/12/2024,04/10/2025,yes
,,Perdue,Sausage,11.13,,,,,,,EcoGrocer,-95.3750178,29.78528758,Meat Products,10.0,25/08/2024,17/10/2024,yes
,,Nescaf̩,Tea,11.09,,,,,,,FreshFoods,-118.2172885,34.05327267,Beverages,86.0,19/03/2024,29/06/2025,no
,,Nescaf̩,Carbonated Drinks,11.37,,,,,,,MarketMax,2.367289851,48.84658953,Beverages,91.0,27/01/2025,11/08/2025,no
,,Milka,Chocolate,4.76,,,,,,,GoldenCart,-0.080004924,51.49781161,Sweets,68.0,10/02/2025,14/06/2025,yes
,,Yashkino,Buns,7.36,,,,,,,EcoGrocer,-95.41943911,29.77956554,Bakery Products,24.0,28/11/2024,23/03/2025,no
,,Yashkino,Noodles,1.47,,,,,,,GoldenCart,-0.12968213,51.48522395,Bakery Products,55.0,16/06/2024,01/08/2024,yes
,,Lipton,Mineral Water,7.31,,,,,,,FreshFoods,-118.2848761,34.02382815,Beverages,40.0,22/11/2024,31/03/2026,yes
,,Nescaf̩,Juices,5.19,,,,,,,TastyBite,139.6093289,35.68527808,Beverages,22.0,30/07/2024,07/05/2026,yes
,,Hormel,Beef,9.52,,,,,,,SuperValue,-87.64706856,41.82836628,Meat Products,3.0,12/06/2024,04/08/2024,yes
,,Nestl̩,Ice Cream,5.02,,,,,,,EcoGrocer,-95.32058878,29.79423027,Sweets,40.0,28/11/2024,29/10/2025,yes
,,Barilla,Pasta,2.37,,,,,,,EcoGrocer,-95.41216451,29.80226732,Bakery Products,46.0,07/12/2024,19/03/2025,no
,,Parmalat,Yogurt,4.92,,,,,,,MarketMax,2.355651173,48.8838446,Dairy Products,80.0,13/12/2024,05/03/2025,yes
,,Cherkizovo,Hot Dogs,11.07,,,,,,,FreshFoods,-118.2334683,34.05109594,Meat Products,8.0,08/01/2025,17/02/2025,no
,,Nestl̩,Cakes,5.77,,,,,,,FreshFoods,-118.1965874,34.09386737,Sweets,47.0,09/12/2024,04/05/2025,yes
,,Amul,Yogurt,2.73,,,,,,,NutriMart,-99.12939631,19.40038145,Dairy Products,40.0,16/12/2024,13/03/2025,no
,,Mars,Cakes,3.27,,,,,,,MegaMarket,-73.95672475,40.73603396,Sweets,50.0,23/06/2024,31/01/2025,yes
,,Milka,Halva,10.4,,,,,,,SuperValue,-87.66410138,41.85927567,Sweets,60.0,20/07/2024,13/11/2024,no
,,Pioner,Pasta,3.07,,,,,,,FreshFoods,-118.242199,34.01953889,Bakery Products,38.0,04/05/2024,02/06/2024,yes
,,Hormel,Lamb,9.47,,,,,,,EcoGrocer,-95.38656598,29.73534586,Meat Products,7.0,20/04/2024,17/05/2024,yes
,,Mars,Jam,8.17,,,,,,,PrimePick,-112.079022,33.42808326,Sweets,92.0,09/05/2024,31/08/2024,no
,,Hormel,Sausage,19.99,,,,,,,MarketMax,2.357102958,48.84265626,Meat Products,53.0,26/10/2024,17/11/2024,yes
,,Yashkino,Noodles,7.57,,,,,,,PrimePick,-112.0681638,33.41036794,Bakery Products,13.0,30/05/2024,18/09/2024,no
,,Nestl̩ Pure Life,Mineral Water,6.87,,,,,,,NutriMart,-99.16792991,19.40929007,Beverages,80.0,10/05/2024,29/11/2024,yes
,,Mars,Chocolate,3.6,,,,,,,MarketMax,2.340253538,48.90482024,Sweets,8.0,13/12/2024,19/05/2025,yes
,,Ferrero,Candies,5.56,,,,,,,FreshFoods,-118.2795605,34.04264978,Sweets,88.0,30/04/2024,10/04/2025,yes
,,Roshen,Ice Cream,3.94,,,,,,,SuperValue,-87.64169712,41.89313835,Sweets,19.0,03/04/2024,29/03/2025,yes
,,Nestl̩,Kefir,7.3,,,,,,,NutriMart,-99.11235836,19.4625631,Dairy Products,73.0,14/07/2024,14/08/2024,yes
,,Nestl̩,Chocolate,3.46,,,,,,,GoldenCart,-0.101793663,51.50662766,Sweets,91.0,30/06/2024,17/12/2024,yes
,,Cherkizovo,Sausage,21.1,,,,,,,FoodWorld,37.59403314,55.7970869,Meat Products,95.0,23/05/2024,15/06/2024,yes
,,Hormel,Lamb,18.54,,,,,,,FreshFoods,-118.2587352,34.01667481,Meat Products,92.0,10/04/2024,08/05/2024,yes
,,Nestl̩,Chocolate,7.52,,,,,,,MegaMarket,-74.04125801,40.7334497,Sweets,49.0,10/04/2024,03/12/2024,yes
,,Hormel,Sausage,12.98,,,,,,,SuperValue,-87.6379491,41.85431474,Meat Products,34.0,04/11/2024,01/01/2025,no
,,Tyson,Smoked Meat,11.61,,,,,,,GoldenCart,-0.119842819,51.4615658,Meat Products,65.0,12/01/2025,20/02/2025,yes
,,Nestl̩ Pure Life,Juices,8.21,,,,,,,PrimePick,-112.1146232,33.41882377,Beverages,56.0,26/05/2024,05/07/2025,yes
,,Nestl̩ Pure Life,Tea,2.04,,,,,,,TastyBite,139.6445798,35.71887461,Beverages,90.0,27/01/2025,26/03/2026,yes
,,Yashkino,Wheat Flour,4.89,,,,,,,MegaMarket,-74.04320231,40.70446905,Bakery Products,12.0,08/05/2024,03/07/2024,yes
,,Coca-Cola,Coffee,8.13,,,,,,,PrimePick,-112.0650878,33.44659944,Beverages,79.0,26/03/2024,29/04/2025,yes
,,Roshen,Cakes,11.51,,,,,,,FreshFoods,-118.2206724,34.0781928,Sweets,94.0,22/07/2024,14/01/2025,yes
,,Parmalat,Cheese,3.87,,,,,,,PrimePick,-112.0528702,33.40574178,Dairy Products,73.0,12/04/2024,11/06/2024,yes
,,Campina,Cheese,8.56,,,,,,,TastyBite,139.6361407,35.65013685,Dairy Products,61.0,07/07/2024,28/07/2024,yes
,,Coca-Cola,Coffee,6.66,,,,,,,EcoGrocer,-95.34678463,29.72300946,Beverages,33.0,05/12/2024,14/11/2026,yes
,,Yashkino,Pasta,2.3,,,,,,,MarketMax,2.335372867,48.89007132,Bakery Products,48.0,17/12/2024,11/06/2025,no
,,Nestl̩,Cottage Cheese,4.99,,,,,,,TastyBite,139.6719904,35.71682332,Dairy Products,28.0,05/06/2024,20/07/2024,yes
,,Perdue,Sausage,15.05,,,,,,,TastyBite,139.6430094,35.67762392,Meat Products,53.0,09/02/2025,19/03/2025,yes
,,Pioner,Bread,3.28,,,,,,,MarketMax,2.382371016,48.83445419,Bakery Products,94.0,09/08/2024,10/01/2025,yes
,,Barilla,Biscuits,5.2,,,,,,,GoldenCart,-0.154694899,51.47205593,Bakery Products,42.0,11/09/2024,11/12/2024,yes
,,Nestl̩,Cakes,11.71,,,,,,,TastyBite,139.6491545,35.69620202,Sweets,12.0,20/04/2024,15/12/2024,yes
,,Campina,Cream,5.4,,,,,,,SuperValue,-87.64747695,41.87095424,Dairy Products,16.0,28/01/2025,15/04/2025,yes
,,Tyson,Poultry,11.21,,,,,,,PrimePick,-112.0884407,33.45971285,Meat Products,100.0,10/02/2025,16/03/2025,yes
,,Barilla,Wheat Flour,6.15,,,,,,,MarketMax,2.362085176,48.85065997,Bakery Products,73.0,02/07/2024,06/10/2024,no
,,Barilla,Wheat Flour,4.33,,,,,,,MegaMarket,-74.01639974,40.74630702,Bakery Products,98.0,02/09/2024,03/02/2025,yes
,,Milka,Halva,9.72,,,,,,,SuperValue,-87.66534165,41.92029648,Sweets,96.0,07/07/2024,10/03/2025,yes
,,Roshen,Cakes,10.04,,,,,,,FoodWorld,37.62262972,55.74395704,Sweets,56.0,13/04/2024,23/08/2024,no
,,Ozon,Noodles,7.09,,,,,,,MegaMarket,-73.97663661,40.69025943,Bakery Products,1.0,24/04/2024,25/07/2024,yes
,,Lipton,Tea,4.66,,,,,,,EcoGrocer,-95.33168557,29.7478728,Beverages,14.0,12/09/2024,08/02/2026,yes
,,Coca-Cola,Coffee,14.04,,,,,,,MegaMarket,-73.99742295,40.69730503,Beverages,56.0,22/11/2024,18/02/2026,no
,,Barilla,Buns,7.48,,,,,,,MarketMax,2.315978612,48.86989921,Bakery Products,43.0,02/07/2024,18/10/2024,no
,,Ferrero,Jam,6.44,,,,,,,PrimePick,-112.1177033,33.46080509,Sweets,68.0,13/09/2024,09/07/2025,yes
,,Danone,Milk,6.46,,,,,,,SuperValue,-87.64335692,41.90840196,Dairy Products,46.0,30/08/2024,10/10/2024,no
,,Ferrero,Chocolate,6.17,,,,,,,FoodWorld,37.65477519,55.75119887,Sweets,21.0,02/10/2024,03/04/2025,yes
,,Milka,Cakes,6.46,,,,,,,NutriMart,-99.13543075,19.41967805,Sweets,96.0,07/10/2024,06/01/2025,yes
,,Campina,Butter,6.86,,,,,,,MegaMarket,-73.9729864,40.74591895,Dairy Products,73.0,04/01/2025,30/01/2025,yes
,,Milka,Cakes,5.39,,,,,,,FoodWorld,37.57415217,55.74326443,Sweets,13.0,23/08/2024,13/02/2025,yes
,,Yashkino,Buns,6.46,,,,,,,MarketMax,2.364191251,48.89836529,Bakery Products,98.0,22/07/2024,08/12/2024,yes
,,Nestl̩ Pure Life,Tea,7.74,,,,,,,NutriMart,-99.13920252,19.43018687,Beverages,100.0,29/08/2024,03/04/2025,yes
,,Ozon,Pasta,4.3,,,,,,,PrimePick,-112.0976676,33.47092842,Bakery Products,99.0,26/10/2024,19/03/2025,yes
,,Makfa,Buns,6.37,,,,,,,GoldenCart,-0.097729691,51.54338234,Bakery Products,1.0,11/01/2025,27/03/2025,no
,,Ozon,Wheat Flour,5.16,,,,,,,MegaMarket,-73.9613391,40.71148769,Bakery Products,45.0,04/07/2024,11/10/2024,yes
,,Hormel,Sausage,10.75,,,,,,,MegaMarket,-74.04502102,40.72919902,Meat Products,59.0,14/07/2024,08/09/2024,no
,,Cherkizovo,Sausage,23.85,,,,,,,EcoGrocer,-95.33793528,29.77672123,Meat Products,18.0,15/06/2024,14/07/2024,yes
,,Ozon,Bread,3.16,,,,,,,TastyBite,139.6257562,35.65987665,Bakery Products,83.0,06/02/2025,17/06/2025,yes
,,Yashkino,Buns,7.02,,,,,,,GoldenCart,-0.140390744,51.54495362,Bakery Products,41.0,04/06/2024,10/08/2024,yes
,,Milka,Ice Cream,10.33,,,,,,,GoldenCart,-0.176034705,51.49235181,Sweets,96.0,19/01/2025,20/09/2025,yes
,,Danone,Butter,8.21,,,,,,,TastyBite,139.6411784,35.63597211,Dairy Products,68.0,31/07/2024,29/08/2024,yes
,,Perdue,Beef,7.04,,,,,,,EcoGrocer,-95.3461938,29.7317405,Meat Products,39.0,28/03/2024,03/05/2024,yes
,,Parmalat,Cream,7.76,,,,,,,NutriMart,-99.13874117,19.48230913,Dairy Products,64.0,15/01/2025,01/04/2025,no
